ym: 1.0, -154.512239006, 170.748123767, 0.8330173545209303, [1220.5, 2044.0], [1710.28571429, 2452.0]
ys: 1.0, 28.6947637485, 18.1224873257, -0.3896103896103896, [1220.5, 2044.0], [696.9, 2248.0]
td: 1.0, 37.555939457, 44.3785144103, -0.7792207792207794, [1089.6, 2044.0], [827.8, 2248.0]
åm: 1.0, -14.7955181884, -72.3605230434, -2.4770164788155338, [1875.0, 2044.0], [1710.28571429, 2452.0]
ya: 1.0, 13.9319578001, 4.08952760627, -0.3116883116883117, [1220.5, 2044.0], [566.0, 2248.0]
 ö: 1.0, 101.800967154, 172.570266606, -0.7784773898111049, [1220.0, 2656.0], [1744.1, 2248.0]
öe: 1.0, 19.1167139184, 6.69935099075, 0.22263450834879409, [1744.1, 2248.0], [827.8, 2044.0]
dr: 1.0, 41.978349462, 59.7867547346, -1.5584415584415574, [827.8, 2248.0], [958.7, 2044.0]
ig: 1.0, -111.058943864, -4.46474719644, -0.5194805194805194, [1482.3, 2044.0], [1089.6, 2248.0]
tj: 1.0, -50.7207471095, 64.0687196658, 0.7792207792207787, [1089.6, 2044.0], [1351.4, 2248.0]
nj: 1.0, 6.4100731501, -4.75440187956, 1.0346326619405495, [1548.57142857, 2452.0], [1351.4, 2248.0]
du: 1.0, -42.678222362, 25.8367487508, -0.3896103896103895, [827.8, 2248.0], [1351.4, 2044.0]
äo: 1.0, -59.3301543482, 61.8545946029, 0.7792207792207794, [1875.0, 2248.0], [1613.2, 2044.0]
sv: 1.0, -101.464088426, 35.4655633494, 0.3861860075202758, [696.9, 2248.0], [1225.14285714, 2452.0]
l : 1.0, -122.386001003, -52.4952531323, -1.0376398779247202, [1613.2, 2248.0], [1220.0, 2656.0]
by: 1.0, -98.1656155964, 238.787747613, 2.4525547444834244, [1386.85714286, 2452.0], [1220.5, 2044.0]
sp: 1.0, -30.275526173, 3.38128604234, -0.19480519480519484, [696.9, 2248.0], [1744.1, 2044.0]
ho: 1.0, 55.0624276481, 39.0814900665, -0.5194805194805194, [1220.5, 2248.0], [1613.2, 2044.0]
p : 1.0, 39.7369557677, 53.5091699485, -1.1677160847166572, [1744.1, 2044.0], [1220.0, 2656.0]
eö: 1.0, -56.0238321147, 39.9660041854, 0.22263450834879409, [827.8, 2044.0], [1744.1, 2248.0]
rä: 1.0, -372.161623453, 181.272803978, 0.22263450834879409, [958.7, 2044.0], [1875.0, 2248.0]
<b: 1.0, 46.0737996376, 4.00974112888, 0.006183745583075288, [1872.0, 2455.0], [1386.85714286, 2452.0]
rn: 1.0, -212.920844368, 180.979601857, 0.6916761521898033, [958.7, 2044.0], [1548.57142857, 2452.0]
vk: 1.0, 93.6084751124, 80.9677692292, -0.793289261698869, [1225.14285714, 2452.0], [1482.3, 2248.0]
ay: 1.0, -149.032097883, -81.2156065117, -0.3116883116883117, [566.0, 2248.0], [1220.5, 2044.0]
pv: 1.0, 30.1973233478, 14.3709693482, -0.7861920885248648, [1744.1, 2044.0], [1225.14285714, 2452.0]
uz: 1.0, 80.8865249731, 51.4554415058, -0.6673209028459273, [1351.4, 2044.0], [740.0, 2452.0]
z<: 1.0, -24.6157896228, -0.0497960697225, 0.00265017667844523, [740.0, 2452.0], [1872.0, 2455.0]
pm: 1.0, -221.788190381, -127.930469887, -12.065906211922195, [1744.1, 2044.0], [1710.28571429, 2452.0]
rö: 1.0, -285.086322698, 141.5134562, 0.25974025974025977, [958.7, 2044.0], [1744.1, 2248.0]
ej: 1.0, -70.5424342273, 36.7115781011, 0.3896103896103895, [827.8, 2044.0], [1351.4, 2248.0]
ev: 1.0, -181.761419817, 359.084717268, 1.0268210253902843, [827.8, 2044.0], [1225.14285714, 2452.0]
v<: 1.0, 70.1165491165, 6.11914784213, 0.004637809187258667, [1225.14285714, 2452.0], [1872.0, 2455.0]
fo: 1.0, -64.8148901014, -31.0516321368, -0.3116883116883117, [958.7, 2248.0], [1613.2, 2044.0]
f<: 1.0, -249.653615869, 11.2325015885, 0.22665060768641193, [958.7, 2248.0], [1872.0, 2455.0]
mö: 1.0, 66.7686286333, 117.305439236, -6.032953105961098, [1710.28571429, 2452.0], [1744.1, 2248.0]
bh: 1.0, -0.609453009176, -0.00225983111969, 1.2262773722417122, [1386.85714286, 2452.0], [1220.5, 2248.0]
w<: 1.0, -196.852706041, 125.562496381, 0.3497574674495788, [696.9, 2044.0], [1872.0, 2455.0]
ae: 1.0, 25.4652321789, 24.043065003, -0.7792207792207794, [566.0, 2248.0], [827.8, 2044.0]
ky: 1.0, -0.388122191025, -0.000579817630601, 0.7792207792207794, [1482.3, 2248.0], [1220.5, 2044.0]
u : 1.0, -262.81229576, -114.254872011, -4.657534246575339, [1351.4, 2044.0], [1220.0, 2656.0]
bk: 1.0, 218.786710685, 197.656047911, -2.137404580216659, [1386.85714286, 2452.0], [1482.3, 2248.0]
eb: 1.0, -129.980998981, 83.0386053224, 0.7298001737582163, [827.8, 2044.0], [1386.85714286, 2452.0]
bi: 1.0, 273.030643207, 186.905688128, -4.274809160433318, [1386.85714286, 2452.0], [1482.3, 2044.0]
uä: 1.0, -127.326395654, 109.686583112, 0.3896103896103897, [1351.4, 2044.0], [1875.0, 2248.0]
 b: 1.0, 213.326462648, 104.645738083, -1.222602739705092, [1220.0, 2656.0], [1386.85714286, 2452.0]
co: 1.0, 1.61068075877, 0.615828616616, -0.7421265980686572, [1063.42857143, 2452.0], [1613.2, 2044.0]
of: 1.0, 2.87434974772, 1.71551550055, -0.3116883116883117, [1613.2, 2044.0], [958.7, 2248.0]
rd: 1.0, -157.603657856, 96.4682878404, -1.5584415584415574, [958.7, 2044.0], [827.8, 2248.0]
ex: 1.0, -155.862334517, 328.156096215, 5.519907228769994, [827.8, 2044.0], [901.71428571, 2452.0]
xe: 1.0, -29.2569729682, 125.631474432, 5.519907228769994, [901.71428571, 2452.0], [827.8, 2044.0]
ez: 1.0, 7.54290528137, 14.2381391915, -4.646924829157178, [827.8, 2044.0], [740.0, 2452.0]
az: 1.0, -57.9927306706, -57.8712123163, 1.1724137931034482, [566.0, 2248.0], [740.0, 2452.0]
za: 1.0, 6.71916435835, -10.4644484146, 1.1724137931034482, [740.0, 2452.0], [566.0, 2248.0]
ml: 1.0, 4.38365585214, -11.9551691665, 2.1012360210961796, [1710.28571429, 2452.0], [1613.2, 2248.0]
nq: 1.0, 1.85190898984, 0.276227713381, 0.4152369874969689, [1548.57142857, 2452.0], [566.0, 2044.0]
q : 1.0, -166.553291357, 218.219799067, 0.9357798165137615, [566.0, 2044.0], [1220.0, 2656.0]
m : 1.0, 37.1135491973, 25.7138861127, -0.416083916080279, [1710.28571429, 2452.0], [1220.0, 2656.0]
 å: 1.0, 34.1429584089, 26.9060636184, -0.934351145038168, [1220.0, 2656.0], [1875.0, 2044.0]
hq: 1.0, -20.1324540853, -3.44770988511, 0.3116883116883117, [1220.5, 2248.0], [566.0, 2044.0]
eg: 1.0, -322.832317448, 358.191152724, 0.7792207792207794, [827.8, 2044.0], [1089.6, 2248.0]
g<: 1.0, -59.5613997601, 61.7214324074, 0.26457055214723924, [1089.6, 2248.0], [1872.0, 2455.0]
lw: 1.0, 7.88107632681, 3.53898935026, 0.22263450834879406, [1613.2, 2248.0], [696.9, 2044.0]
vt: 1.0, -1.49395508735, -0.0167120769575, 3.010118043908307, [1225.14285714, 2452.0], [1089.6, 2044.0]
 w: 1.0, -189.172761095, 265.744714236, 1.1699483846300898, [1220.0, 2656.0], [696.9, 2044.0]
np: 1.0, 273.72087542, 290.692035056, -2.0866515671652928, [1548.57142857, 2452.0], [1744.1, 2044.0]
yb: 1.0, -178.800002352, -54.5753171627, 2.4525547444834244, [1220.5, 2044.0], [1386.85714286, 2452.0]
bä: 1.0, -8.69411979959, -0.410744540798, -0.41791044776364017, [1386.85714286, 2452.0], [1875.0, 2248.0]
öm: 1.0, -67.7291840074, -2.09259243993, -6.032953105961098, [1744.1, 2248.0], [1710.28571429, 2452.0]
oö: 1.0, -103.545456054, -22.1410447602, 1.55844155844156, [1613.2, 2044.0], [1744.1, 2248.0]
ef: 1.0, -21.6643401703, 3.38926009674, 1.5584415584415574, [827.8, 2044.0], [958.7, 2248.0]
fe: 1.0, -11.7353132305, 21.257669991, 1.5584415584415574, [958.7, 2248.0], [827.8, 2044.0]
bo: 1.0, 5.38765321173, 2.36312759032, -1.8025751073188916, [1386.85714286, 2452.0], [1613.2, 2044.0]
eä: 1.0, -138.855054313, 218.550375417, 0.1948051948051948, [827.8, 2044.0], [1875.0, 2248.0]
tm: 1.0, -254.16061314, 468.149829344, 0.6573375069002668, [1089.6, 2044.0], [1710.28571429, 2452.0]
lb: 1.0, 42.1744131162, 6.24380151194, -0.9012875536594458, [1613.2, 2248.0], [1386.85714286, 2452.0]
 g: 1.0, 76.9024537441, -48.0540203125, 3.128834355828219, [1220.0, 2656.0], [1089.6, 2248.0]
gu: 1.0, 12.2726999075, 15.8711214983, -0.7792207792207787, [1089.6, 2248.0], [1351.4, 2044.0]
h : 1.0, -241.787552854, -839.868315613, -816.0, [1220.5, 2248.0], [1220.0, 2656.0]
vr: 1.0, 0.902346615067, -3.85224448382, 1.5312851857973444, [1225.14285714, 2452.0], [958.7, 2044.0]
dy: 1.0, 5.61599602118, 0.992130894308, -0.5194805194805194, [827.8, 2248.0], [1220.5, 2044.0]
öy: 1.0, -7.79907695797, 2.30257322028, 0.3896103896103897, [1744.1, 2248.0], [1220.5, 2044.0]
äw: 1.0, -27.3527206672, -9.50931015474, 0.17316017316017318, [1875.0, 2248.0], [696.9, 2044.0]
kt: 1.0, 6.11534925833, 3.57644523111, 0.5194805194805194, [1482.3, 2248.0], [1089.6, 2044.0]
wn: 1.0, -140.784224154, 77.7951034258, 0.47905798681664463, [696.9, 2044.0], [1548.57142857, 2452.0]
uf: 1.0, 33.2140367137, 46.4639537708, -0.5194805194805194, [1351.4, 2044.0], [958.7, 2248.0]
kw: 1.0, 12.254944684, 15.7559752678, 0.25974025974025977, [1482.3, 2248.0], [696.9, 2044.0]
oä: 1.0, -493.490170084, 400.152585486, 0.7792207792207794, [1613.2, 2044.0], [1875.0, 2248.0]
hn: 1.0, -162.279278116, 106.240077719, 0.6218158066650197, [1220.5, 2248.0], [1548.57142857, 2452.0]
ör: 1.0, 37.7222006386, 45.0585790871, 0.25974025974025977, [1744.1, 2248.0], [958.7, 2044.0]
w : 1.0, -290.2094013, 819.438543112, 1.1699483846300898, [696.9, 2044.0], [1220.0, 2656.0]
<å: 1.0, 207.903926647, -374.601980632, -137.0, [1872.0, 2455.0], [1875.0, 2044.0]
fi: 1.0, 84.3157926253, 8.82433292757, -0.3896103896103897, [958.7, 2248.0], [1482.3, 2044.0]
k : 1.0, 87.3237406677, 27.3367710483, -1.5554708349218456, [1482.3, 2248.0], [1220.0, 2656.0]
kq: 1.0, 38.4593864795, 46.9166136661, 0.22263450834879409, [1482.3, 2248.0], [566.0, 2044.0]
q<: 1.0, -113.894688828, 88.1012910367, 0.31470137825421135, [566.0, 2044.0], [1872.0, 2455.0]
hr: 1.0, -6.99183887661, 1.86317635239, 0.7792207792207794, [1220.5, 2248.0], [958.7, 2044.0]
